genre,hex_colour,x,y,r,g,b
african gospel,#b18309,838,9262,177,131,9
piada,#9c6d08,1170,4776,156,109,8
ukrainian classical piano,#1ea1c3,381,150,30,161,195
soul jazz,#5b915f,901,3665,91,145,95
morna,#859211,885,7931,133,146,17
xtra raw,#ed5615,529,17011,237,86,21
brazilian stoner rock,#cc6650,284,11509,204,102,80
pinoy singer-songwriter,#609e0d,660,7101,96,158,13
kalmar indie,#a1880c,596,10737,161,136,12
israeli mediterranean,#a98b08,636,12318,169,139,8
bongo flava,#b4890d,1073,12400,180,137,13
trap catala,#9f9407,1061,11652,159,148,7
gujarati pop,#a08206,765,8016,160,130,6
thai metal,#d85828,318,14645,216,88,40
cumbia chilena,#bc8405,931,13220,188,132,5
trap peruano,#9b9107,1126,12376,155,145,7
eventyr,#4a7c04,1274,5926,74,124,4
muzica bisericeasca,#2fa822,278,480,47,168,34
nyckelharpa,#4faa50,387,4510,79,170,80
shabad,#87890e,868,5345,135,137,14
boston folk,#689a0d,615,6349,104,154,13
rabindra sangeet,#509f1e,552,3145,80,159,30
indie anthem-folk,#71980f,531,7770,113,152,15
musica crista reformada,#759811,480,7498,117,152,17
maloya,#978708,1020,8863,151,135,8
kora,#6f9971,951,5193,111,153,113
sakura wars,#858025,419,8446,133,128,37
austrian choir,#2e9a29,265,812,46,154,41
punk colombiano,#dd5e0f,409,13956,221,94,15
detskie rasskazy,#367d01,1269,2437,54,125,1
mathgrind,#dc2a84,147,9299,220,42,132
austin singer-songwriter,#7a920b,639,8040,122,146,11
kashmiri pop,#86911a,674,6486,134,145,26
skiffle,#8d8027,927,6239,141,128,39
gaita zuliana,#bf740d,1052,9479,191,116,13
indonesian indie rock,#b87b46,309,14619,184,123,70
musica angolana,#ad8f0b,947,13766,173,143,11
indonesian electronic,#b191be,1107,18078,177,145,190
early music choir,#1fa421,95,554,31,164,33
australian metalcore,#e85023,197,15457,232,80,35
oulu metal,#dc594d,161,13335,220,89,77
plena uruguaya,#a38f02,972,8562,163,143,2
finnish progressive metal,#d66541,188,14669,214,101,65
brazilian doom metal,#b07273,131,9693,176,114,115
norwegian death metal,#e7347d,106,10773,231,52,125
icelandic black metal,#c25c97,64,11805,194,92,151
moldovan pop,#c58221,736,15962,197,130,33
nottingham indie,#95873b,457,9397,149,135,59
scream rap,#b88517,819,14926,184,133,23
belgian new wave,#af794b,751,16392,175,121,75
uk dance,#c8813c,988,17881,200,129,60
vintage reggae,#a6821d,1084,14082,166,130,29
outsider,#717d4d,589,5956,113,125,77
otacore,#988579,506,11902,152,133,121
afrofuturism,#8d804a,843,10046,141,128,74
wave,#9c9898,584,15659,156,152,152
musica sarda,#798d13,621,6250,121,141,19
swing italiano,#67901c,1020,5067,103,144,28
melbourne bounce,#ce7769,1089,18237,206,119,105
japanese shoegaze,#b27968,288,13980,178,121,104
calming instrumental,#2dacbe,937,3929,45,172,190
boy pop,#808f12,719,9485,128,143,18
icelandic experimental,#5e9472,320,7584,94,148,114
gamelan,#4fa493,793,4624,79,164,147
elektropunk,#b38032,947,17467,179,128,50
deep eurodance,#b98452,974,17631,185,132,82
zespol dzieciecy,#7a961c,1030,9466,122,150,28
post-punk,#b36847,476,10807,179,104,71
sound team,#9681af,367,14374,150,129,175
old school hard trance,#d279a5,1007,18534,210,121,165
movie tunes,#4c9138,564,3448,76,145,56
uae indie,#ab8433,705,14348,171,132,51
cologne electronic,#9493bd,1089,17442,148,147,189
taiwan electronic,#b6869a,925,17214,182,134,154
modular synth,#7094c4,513,8053,112,148,196
throat singing,#618f3d,442,5142,97,143,61
early american folk,#45a33d,746,3625,69,163,61
experimental psych,#7c7e9c,292,5994,124,126,156
gypsy,#6e9459,627,4510,110,148,89
danish indie,#998742,508,11644,153,135,66
korean electropop,#988f53,692,13869,152,143,83
experimental r&b,#859139,744,11166,133,145,57
chinese talent show,#8b9541,765,11055,139,149,65
jaw harp,#647e80,786,4359,100,126,128
indie soul,#938d4b,953,13423,147,141,75
jumpstyle,#d76f74,1024,18398,215,111,116
greek folk,#689c56,736,5358,104,156,86
birthday,#978605,959,13397,151,134,5
disco house,#cb7b70,1158,18781,203,123,112
minneapolis sound,#a47a14,1026,16557,164,122,20
p funk,#ac6b27,959,13137,172,107,39
english renaissance,#1fa66a,334,836,31,166,106
central asian folk,#489d4b,765,3208,72,157,75
experimental hip hop,#a47b3a,753,10649,164,123,58
japanese post-rock,#a0808e,381,9549,160,128,142
latvian pop,#968921,746,12638,150,137,33
indie jazz,#828b6d,860,9089,130,139,109
acousmatic,#407c7f,459,2690,64,124,127
inuit traditional,#677b40,774,5481,103,123,64
dutch dnb,#d87d9c,929,17783,216,125,156
miami indie,#ae7b2b,489,13250,174,123,43
vocaloid,#cf7429,569,16974,207,116,41
tassie indie,#898b62,471,9030,137,139,98
lagu timur,#ab940a,813,15356,171,148,10
sinhala edm,#c7885f,866,17439,199,136,95
livetronica,#ae8b83,815,16089,174,139,131
glee club,#8c8b1d,591,11484,140,139,29
comedy rap,#9c7b0c,1122,13459,156,123,12
bass house,#cf7a6e,1190,18225,207,122,110
wandelweiser,#0d9b8f,297,2336,13,155,143
musica de fondo,#456bc8,182,3448,69,107,200
icelandic choir,#409618,328,2791,64,150,24
musica ponta-grossense,#b07b1a,680,12306,176,123,26
trova mexicana,#649a03,876,6116,100,154,3
argentine hardcore,#d75523,355,9771,215,85,35
emo,#c66b1c,322,12992,198,107,28
men's choir,#38842d,175,848,56,132,45
himachali pop,#b77704,855,12281,183,119,4
uk diy punk,#dc561c,290,11766,220,86,28
mindfulness,#2c86cf,81,2766,44,134,207
bozlak,#769414,729,4801,118,148,20
autonomous black metal,#b451a7,72,9913,180,81,167
lesotho traditional,#a48a03,797,13435,164,138,3
jazz orchestra,#698761,618,4890,105,135,97
montana roots,#769516,692,8347,118,149,22
truck-driving country,#7b8714,882,8101,123,135,20
jazz metal,#b86a7b,282,10920,184,106,123
khaleeji iraqi,#a2810e,741,9162,162,129,14
norwegian americana,#7e940d,522,7731,126,148,13
super sentai,#d7611a,423,16316,215,97,26
rap conscient,#af8607,1047,10794,175,134,7
country road,#a38802,571,13830,163,136,2
black thrash,#e63769,148,11130,230,55,105
drama,#477209,1332,5799,71,114,9
trap venezolano,#a78e04,1102,11334,167,142,4
rap lyonnais,#939409,1127,12426,147,148,9
russian post-rock,#9b8bba,241,11951,155,139,186
industrial black metal,#d54380,138,14015,213,67,128
cumbia,#a18e11,1140,9847,161,142,17
tango cancion,#4c9621,893,1426,76,150,33
cuento infantile,#59870d,1194,4434,89,135,13
battle rap,#b87404,984,10462,184,116,4
nashville americana,#7a9508,618,8322,122,149,8
midwest americana,#809114,557,7510,128,145,20
diy pop punk,#de5a19,334,13783,222,90,25
punk mexicano,#dd5521,345,9961,221,85,33
country pop,#aa8802,533,14228,170,136,2
rap espanol,#a38806,1026,9215,163,136,6
zouk,#bb8d11,995,17013,187,141,17
korean instrumental,#2eb1e0,847,2676,46,177,224
rock catarinense,#c27428,379,13904,194,116,40
rap maroc,#9d8d02,1054,10831,157,141,2
vancouver punk,#db5728,288,12134,219,87,40
mexican son,#7a9520,964,6485,122,149,32
finnish hardcore,#e3472b,252,10194,227,71,43
unblack metal,#d0556a,184,11667,208,85,106
south asian metal,#d25c34,271,13286,210,92,52
vietnamese bolero,#7d9904,526,7918,125,153,4
tamburica,#88920b,497,6793,136,146,11
cinematic post-rock,#7495c9,197,9324,116,149,201
folclore tucumano,#5b9d0c,911,4246,91,157,12
remix product,#e1711a,786,18313,225,113,26
peruvian punk,#d5611b,381,11644,213,97,27
british math rock,#b6786e,429,9912,182,120,110
jazz quartet,#4d9856,895,3271,77,152,86
metal baiano,#e04764,192,10920,224,71,100
tijuana electronic,#a08bab,995,16898,160,139,171
finnish techno,#b285cf,1076,18163,178,133,207
grindcore,#e62888,115,9718,230,40,136
gregorian chant,#1ead32,132,1363,30,173,50
melodic metalcore,#e94c2e,201,14361,233,76,46
voidgrind,#d839b5,46,9378,216,57,181
swedish grindcore,#ec217f,79,10442,236,33,127
dutch death metal,#e83e76,136,10737,232,62,118
war metal,#df25ad,36,9358,223,37,173
ukrainian choir,#319a37,71,187,49,154,55
deep free jazz,#568970,708,3979,86,137,112
icelandic jazz,#4d9c99,779,5395,77,156,153
indie salvadoreno,#b08221,795,13534,176,130,33
emocore,#c66146,389,10712,198,97,70
tavern,#7f926b,557,7571,127,146,107
accordeon,#9b8e71,870,9162,155,142,113
deep soundtrack,#34a2c2,215,4813,52,162,194
rap metalcore,#c86d20,599,14496,200,109,32
ebm,#ca6f64,667,17871,202,111,100
minimal dubstep,#af8b9b,1016,17430,175,139,155
kundalini,#4f9387,311,5823,79,147,135
ceilidh,#8e925b,724,8028,142,146,91
industrial rock,#bd665d,491,15912,189,102,93
comptine,#589f14,1111,7919,88,159,20
soviet synthpop,#b67d15,860,17049,182,125,21
balkan brass,#a0844d,862,11153,160,132,77
deep sunset lounge,#88a3a5,719,12401,136,163,165
sunset lounge,#9195b4,1147,17416,145,149,180
louvor,#619b23,513,7177,97,155,35
sound effects,#88009c,190,5964,136,0,156
african rock,#a78018,584,13510,167,128,24
rock progresivo mexicano,#8d837c,506,7522,141,131,124
deep hardcore punk,#cf5532,391,9128,207,85,50
colombian indie,#968f33,748,13065,150,143,51
chaotic black metal,#bf4e9b,116,10011,191,78,155
madchester,#c56b37,427,14544,197,107,55
italian industrial,#9c6680,258,9625,156,102,128
historic classical performance,#24a3ae,790,516,36,163,174
pony,#9d822c,748,12183,157,130,44
deep classic garage rock,#a3772a,677,10194,163,119,42
chapman stick,#649abb,610,6262,100,154,187
indonesian worship,#849517,513,8978,132,149,23
cologne indie,#a98233,589,13722,169,130,51
abstract hip hop,#ad7931,899,12949,173,121,49
rock alagoano,#bb7918,526,13855,187,121,24
paracana,#749551,574,8499,116,149,81
panpipe,#69a267,561,8248,105,162,103
cyberpunk,#bc7686,454,16797,188,118,134
dubsteppe,#c28688,1165,18583,194,134,136
beats,#8a99b3,1190,18300,138,153,179
african electronic,#ae8b72,1129,16417,174,139,114
ambient industrial,#7a6cb1,322,7991,122,108,177
turkish electronic,#9393a9,905,16291,147,147,169
modern downshift,#c97217,401,15507,201,114,23
north east england indie,#ab7426,471,11681,171,116,38
venezuelan rock,#ad7d1f,758,12488,173,125,31
zolo,#9e7437,633,10634,158,116,55
austindie,#a38133,489,11216,163,129,51
japanese psychedelic rock,#a07376,263,8260,160,115,118
lo-fi indie,#77916e,511,7583,119,145,110
turntablism,#ad7441,1096,15129,173,116,65
dark minimal techno,#bb8dd3,1190,19274,187,141,211
austrian techno,#be8ecf,1229,19111,190,142,207
broadway,#4f912b,569,3954,79,145,43
comic,#93720d,951,8126,147,114,13
bangladeshi indie,#908927,646,11704,144,137,39
bruneian pop,#958940,627,13286,149,137,64
kazakh indie,#968d34,864,13589,150,141,52
nubian traditional,#8b843c,917,8377,139,132,60
new wave,#b77328,591,15103,183,115,40
rock piauiense,#ba7715,643,13522,186,119,21
experimental bass,#b58061,978,15686,181,128,97
italian disco,#bc8030,929,17758,188,128,48
world devotional,#4ba542,431,5907,75,165,66
bristol indie,#967c5a,419,8953,150,124,90
neo r&b,#878d36,893,11812,135,141,54
vocal house,#ca7b63,1133,18596,202,123,99
hip-hop experimental,#a18256,972,14474,161,130,86
indian techno,#b88fcc,1276,18984,184,143,204
comptine africaine,#85941d,1169,8064,133,148,29
caucasian folk,#4f9b48,411,2969,79,155,72
chillstep,#a3958b,566,15153,163,149,139
puerto rican indie,#aa8034,655,12135,170,128,52
balalaika,#619187,711,3650,97,145,135
indian rock,#a3833a,677,13472,163,131,58
slovak rock,#b8791c,621,13710,184,121,28
shimmer psych,#9a8654,450,10688,154,134,84
smooth saxophone,#829778,806,11202,130,151,120
electronica argentina,#9b8d3c,729,14080,155,141,60
malmo indie,#a97d4a,391,12098,169,125,74
derby indie,#9e7d45,415,11252,158,125,69
ukrainian post-punk,#b1806c,531,15458,177,128,108
language,#457c18,1056,7885,69,124,24
brazilian bass,#ba7f7c,1279,18596,186,127,124
french movie tunes,#6e8b13,851,6227,110,139,19
french rock,#8a8612,823,9225,138,134,18
uk stoner rock,#c06f54,212,9390,192,111,84
salsa international,#a28813,1054,7315,162,136,19
norwegian punk rock,#e1531d,250,13335,225,83,29
musica llanera,#999112,1018,6856,153,145,18
arkansas metal,#cd5957,197,11106,205,89,87
new york drill,#9d8d03,1133,13222,157,141,3
dronescape,#497dda,36,4510,73,125,218
post-black metal,#b74fb0,57,9901,183,79,176
new england metal,#db4c6a,197,10835,219,76,106
tuna estudiantil,#7a8d0b,599,5593,122,141,11
rominimal,#a898d8,1500,19615,168,152,216
french classical piano,#1ba3d7,500,364,27,163,215
trecento,#1aaf3f,245,627,26,175,63
pop flamenco,#ad8305,866,10725,173,131,5
guitarra portuguesa,#66a38e,838,3678,102,163,142
rock cearense,#bf7228,375,13499,191,114,40
west african jazz,#a48828,929,7686,164,136,40
swedish country,#9f8a05,594,11802,159,138,5
alternative emo,#c66b15,320,13311,198,107,21
dissonant death metal,#de3aa1,100,9238,222,58,161
mexican metal,#e0533c,261,12784,224,83,60
sludge metal,#c1607e,172,9361,193,96,126
atmospheric doom,#a1777f,145,9938,161,119,127
chakra,#2e41c1,67,2273,46,65,193
indian metal,#dd5559,226,13931,221,85,89
rap francais,#a79003,1093,12645,167,144,3
pop urbaine,#af8b04,1067,11398,175,139,4
duranguense,#a98f04,964,12238,169,143,4
metal gaucho,#dd4c4c,224,12624,221,76,76
sungura,#ab8c13,917,9321,171,140,19
usbm,#c93ea8,53,9620,201,62,168
trap funk,#aa8d0e,1179,14021,170,141,14
kaba gaida,#73948a,241,2931,115,148,138
marrabenta,#a48616,968,9859,164,134,22
son cubano clasico,#7b8a19,1061,4763,123,138,25
virginia punk,#e24d32,267,10479,226,77,50
rap criolo,#a18b08,1056,9763,161,139,8
musique comorienne,#9c9103,1013,10654,156,145,3
highlife,#ad811e,1054,9202,173,129,30
free jazz,#598f5a,763,3487,89,143,90
spanish jazz,#5c987f,847,3575,92,152,127
canto popular uruguayo,#6c960f,939,4737,108,150,15
cavernous death metal,#e236b8,59,9287,226,54,184
finnish melodeath,#de5d56,134,15394,222,93,86
progressive technical death metal,#e24d89,159,11632,226,77,137
lesen,#437d00,1349,5597,67,125,0
australian post-hardcore,#e75420,186,16291,231,84,32
normal indie,#978033,536,10292,151,128,51
portuguese early music,#2da25f,290,1092,45,162,95
black punk,#cc5931,393,11521,204,89,49
malaysian indie,#a7801d,526,11607,167,128,29
nova musica paulista,#83902a,858,9726,131,144,42
rock kapak,#a48419,576,12883,164,132,25
dc hardcore,#d24c3d,332,9734,210,76,61
deep dubstep,#ab8e94,1071,17467,171,142,148
german baroque,#2ca483,399,1718,44,164,131
uk dnb,#da8291,1067,18262,218,130,145
dream pop,#9b7e60,365,10932,155,126,96
uk noise rock,#c75380,241,10405,199,83,128
indie garage rock,#ad7958,434,9949,173,121,88
italian techno,#bf8cd4,1276,19325,191,140,212
german worship,#808a0b,758,9065,128,138,11
christmas instrumental,#47a2aa,810,4763,71,162,170
disney portugues brasil,#828e1b,731,9040,130,142,27
avant-rock,#9a6f74,465,8077,154,111,116
bouncy house,#d47453,793,17656,212,116,83
neurofunk,#e2779f,917,18126,226,119,159
slovenian indie,#a07753,526,12415,160,119,83
electro-pop francais,#959434,870,14812,149,148,52
danish pop rock,#98880b,751,13350,152,136,11
classical oboe,#28a2a3,355,1895,40,162,163
polish synthpop,#a38838,594,14951,163,136,56
deep pop emo,#ce6912,340,14940,206,105,18
musica eletronica brasileira,#9f9264,1045,16518,159,146,100
danish contemporary classical,#1da188,351,1287,29,161,136
hollywood,#598e2b,504,4611,89,142,43
himene tarava,#57691b,395,1490,87,105,27
college marching band,#7759ab,677,4459,119,89,171
belgian modern jazz,#6b9183,719,5954,107,145,131
musiikkia lapsille,#748f07,891,7735,116,143,7
japanese celtic,#9e805c,369,10454,158,128,92
dc indie,#9e823d,513,11362,158,130,61
contemporary classical piano,#1a9bba,596,1043,26,155,186
russian punk rock,#cb6514,517,14850,203,101,20
deep orgcore,#d15e31,353,11326,209,94,49
mongolian folk,#5e9d4d,375,4725,94,157,77
austrian hip hop,#ae8019,970,11347,174,128,25
slowed and reverb,#7d943a,959,12564,125,148,58
indie viet,#73981f,721,8550,115,152,31
k-indie,#879427,741,10442,135,148,39
musica para criancas,#759416,1014,8599,117,148,22
mexican electronic,#9f8b90,1014,16670,159,139,144
hardvapour,#8c84a8,504,10181,140,132,168
norwegian jazz,#449a7c,602,4498,68,154,124
slam poetry,#777d09,1056,6330,119,125,9
jazz violin,#5b9368,821,3702,91,147,104
romanian indie,#a18432,550,14051,161,132,50
canadian indigenous,#7d8e27,711,9848,125,142,39
nz dnb,#cd8490,880,17631,205,132,144
kingston on indie,#a87c25,491,10156,168,124,37
belgian rock,#998523,599,12196,153,133,35
russian indie,#ad8429,586,14622,173,132,41
indonesian hardcore,#e54646,363,13127,229,70,70
funeral doom,#a4797b,193,10393,164,121,123
freestyle,#b38026,988,17517,179,128,38
native american contemporary,#86881e,731,9348,134,136,30
quiet storm,#937e0e,830,10560,147,126,14
nz reggae,#9b8b34,1050,15849,155,139,52
swiss techno,#af94cd,1339,19274,175,148,205
ukg revival,#c37d6e,1253,17719,195,125,110
galician jazz,#5b9a80,660,5419,91,154,128
blues rock,#967721,783,7077,150,119,33
big room,#d27b56,770,17757,210,123,86
vintage finnish jazz,#4b970d,670,2930,75,151,13
british brass band,#3b8fd0,349,1178,59,143,208
early avant garde,#11a8ca,767,908,17,168,202
chattanooga indie,#8d8a1f,576,10467,141,138,31
danish folk,#5ea54b,569,4940,94,165,75
electronica cristiana,#be863b,758,17289,190,134,59
belgian dance,#ce7d80,953,18522,206,125,128
punk euskera,#e15b20,436,14645,225,91,32
bass trap,#c18745,832,16911,193,135,69
elephant 6,#938447,454,8260,147,132,71
ska revival,#a0832d,1061,9701,160,131,45
new jack swing,#9a8407,937,15356,154,132,7
svensk lovsang,#6a9108,599,7163,106,145,8
musicas espiritas,#529f4b,524,5533,82,159,75
american contemporary classical,#209e98,397,1413,32,158,152
japanese piano,#2fa3c2,531,2639,47,163,194
pop edm,#c98239,783,17378,201,130,57
minimalism,#26a4a8,341,1843,38,164,168
free folk,#6e828e,336,4535,110,130,142
turkish black metal,#bb5d9b,195,10602,187,93,155
native american,#678b53,627,6115,103,139,83
portuguese folk,#639a25,566,5980,99,154,37
jazz accordion,#68956f,860,5567,104,149,111
rock progressif francais,#82835e,497,6781,130,131,94
reggae rock,#a58711,951,13621,165,135,17
danish indie pop,#7f943c,515,8765,127,148,60
italian baroque,#29a65e,401,2096,41,166,94
disco,#9e7a17,872,12195,158,122,23
chinese manyao,#a69217,858,15457,166,146,23
musica andina colombiana,#889427,1045,8329,136,148,39
jumptek,#cf739e,1188,18870,207,115,158
re:techno,#e177d3,1158,19590,225,119,211
deep house,#bf827b,1225,18707,191,130,123
minimal tech house,#ad8fc3,1381,19009,173,143,195
carnaval cadiz,#ae730b,823,9427,174,115,11
hard bop,#569265,895,3158,86,146,101
ars subtilior,#17b14d,192,389,23,177,77
xinyao,#719807,522,7670,113,152,7
california hardcore,#e04538,273,9488,224,69,56
indonesian metal,#e2494c,273,13029,226,73,76
north carolina metal,#d25750,212,10798,210,87,80
kentucky roots,#899011,643,8807,137,144,17
mexican pop punk,#d4680c,326,15254,212,104,12
metal paranaense,#d9505c,212,11793,217,80,92
pop rap brasileiro,#939302,986,9714,147,147,2
gaian doom,#a37868,170,9336,163,120,104
czech metal,#de593e,260,14003,222,89,62
baglama,#6f9820,716,5294,111,152,32
uk post-hardcore,#d2641a,248,13612,210,100,26
instrumental progressive metal,#cc6dbe,263,14781,204,109,190
shojo,#d46c23,438,17353,212,108,35
modern country rock,#af8401,536,14570,175,132,1
enka,#699d0f,436,6574,105,157,15
new wave of speed metal,#e94454,145,12479,233,68,84
cumbia santafesina,#b78604,893,10399,183,134,4
gothenburg metal,#de5456,193,14263,222,84,86
cyber metal,#e7574d,217,17113,231,87,77
dark rock,#c4722f,292,16114,196,114,47
croatian metal,#da5c32,284,14632,218,92,50
albanian iso polyphony,#4d9604,303,958,77,150,4
maskandi,#c6840e,986,17062,198,132,14
funk consciente,#a19101,1288,12827,161,145,1
cantonese traditional,#4a9c62,351,2804,74,156,98
samba paulista,#968605,876,8426,150,134,5
wyoming roots,#828f09,689,9127,130,143,9
